name:,Fullness Factor:,ND Rating:,Weight loss:,Optimum health:,Weight gain:,carbs ratio:,fats ratio:,protein ratio:,GLYCEMIC_LOAD:,Completeness Score:,Amino Acid Score:,Calories:,Calories From Carbohydrate:,Calories From Fat:,Calories From Protein:,Calories From Alcohol:,Dietary Fiber:,Starch:,Sugars:,Sucrose:,Glucose:,Fructose:,Lactose:,Maltose:,Galactose:,Total Fat:,Saturated Fat:,4:00,6:00,8:00,10:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,22:00,24:00:00,Monounsaturated Fat:,14:01,15:01,16:1 undifferentiated:,16:1 c:,16:1 t:,17:01,18:1 undifferentiated:,18:1 c:,18:1 t:,20:01,22:1 undifferentiated:,22:1 c:,22:1 t:,24:1 c:,Polyunsaturated Fat:,16:2 undifferentiated:,18:2 undifferentiated:,"18:2 n-6 c,c:","18:2 c,t:","18:2 t,c:","18:2 t,t:",18:2 i:,18:2 t not further defined:,18:03,"18:3 n-3, c,c,c:","18:3 n-6, c,c,c:",18:4 undifferentiated:,"20:2 n-6 c,c:",20:3 undifferentiated:,20:3 n-3:,20:3 n-6:,20:4 undifferentiated:,20:4 n-3:,20:4 n-6:,20:5 n-3:,22:02,22:5 n-3:,22:6 n-3:,Total trans fatty acids:,Total trans-monoenoic fatty acids:,Total trans-polyenoic fatty acids:,Total Omega-3 fatty acids:,Total Omega-6 fatty acids:,Protein:,Tryptophan:,Threonine:,Isoleucine:,Leucine:,Lysine:,Methionine:,Cystine:,Phenylalanine:,Tyrosine:,Valine:,Arginine:,Histidine:,Alanine:,Aspartic acid:,Glutamic acid:,Glycine:,Proline:,Serine:,Hydroxyproline:,Vitamin A:,Retinol:,Retinol Activity Equivalent:,Alpha Carotene:,Beta Carotene:,Beta Cryptoxanthin:,Lycopene:,Lutein+Zeaxanthin:,Vitamin C:,Vitamin D:,Vitamin E (Alpha Tocopherol):,Beta Tocopherol:,Gamma Tocopherol:,Delta Tocopherol:,Vitamin K:,Thiamin:,Riboflavin:,Niacin:,Vitamin B6:,Folate:,Food Folate:,Folic Acid:,Dietary Folate Equivalents:,Vitamin B12:,Pantothenic Acid:,Choline:,Betaine:,Calcium:,Iron:,Magnesium:,Phosphorus:,Potassium:,Sodium:,Zinc:,Copper:,Manganese:,Selenium:,Fluoride:,Cholesterol:,Phytosterols:,Campesterol:,Stigmasterol:,Beta-sitosterol:,Alcohol:,Water:,Ash:,Caffeine:,Theobromine:,tag
"Beef. chuck. arm pot roast. separable lean only. trimmed to 0"" fat. select. cooked. braised [URMIS #1049]",3.2,2.5,35.45912055,30.52669222,23.59301836,0%,27%,73%,0,41,94,195.01843,0.21812806,52.316277,142.48647,0,0,0,0,0,0,0,0,0,0,5.800763,2.19384,0,0,0,3.0001352,5.9997916,,164.01341,,1293.1582,,730.0014,,,,,2.4692593,,,204.97449,,,,2260.7869,,,3.0001352,0,,,,0.20199934,,165.97446,,,,,,,13.997976,,,0,,,,,21.99718,,,0,,0,0,,,,13.997976,165.97446,33.367077,218.99742,1332.8019,1517.9839,2653.8423,2819.957,869.1159,431.04932,1317.9009,1063.0422,1654.99,2157.8967,1065.0931,2028.8257,3039.1233,5008.254,2032.0869,1590.8735,1314.0962,350.94604,0,0,0,0,0,0,0,0,0,,0.399974,0,0,0,1.4002237,0.07099395,0.20502128,4.8284736,0.30900502,11.000802,11.000802,0,11.000802,2.2502522,0.6580799,127.08892,16.697876,17.000992,2.7703226,21.99718,207.02588,270.02243,55.004826,8.08908,0.10799419,0.012001306,37.905758,,57.00155,,,,,0,61.195415,1.010033,0,0,2
"Beef. chuck. arm pot roast. separable lean only. trimmed to 1/8"" fat. all grades. cooked. braised",3.1,2.4,33.70350813,29.23018867,23.72349133,0%,31%,69%,0,39,94,213.99037,0,66.37667,147.61137,0,0,0,0,0,0,0,0,0,0,7.3600006,2.788185,0,0,0,3.0001352,7.000213,,209.97284,,1643.8632,,925.00195,,,,,3.1321406,,,260.98273,,,,2868.379,,,3.0001352,0,,,,0.25400382,,209.97284,,,,,,,17.000992,,,0,,,,,27.999046,,,0,,0,0,,,,17.000992,209.97284,34.656193,227.97006,1385.1819,1577.135,2757.2542,2928.901,902.9826,446.9836,1368.8156,1104.111,1718.9275,2241.2632,1105.8857,2107.2056,3156.5342,5203.41,2109.915,1651.8032,1364.8639,364.03616,0,0,0,0,0,0,0,0,0,,0.45000032,0,0,0,1.6000471,0.07000633,0.21700469,5.0441394,0.33202702,12.00148,12.00148,0,12.00148,2.5303097,0.6820047,131.99881,17.29849,15.999458,2.9296358,23.001692,213.03015,276.96265,56.00328,8.321037,0.11998849,0.012001306,35.39882,,71.00893,,,,,0,57.831535,1.0201515,0,0,2
"Beef. chuck. arm pot roast. separable lean only. trimmed to 1/8"" fat. all grades. raw",3.1,2.4,33.640769,29.15213779,23.67370692,0%,29%,71%,0,44,94,131.99881,0,37.79632,94.207016,0,0,0,0,0,0,0,0,0,0,4.1905622,1.5529237,0,0,0,0,3.9998012,,109.983536,,928.87286,,511.0547,,,,,1.7558006,,,153.01889,,,,1600.0989,,,3.9998012,0,,,,0.18099575,,144.9797,,,,,,,13.997976,,,0,,,,,21.002775,,,0,,0,0,,,,13.997976,144.9797,22.110537,144.9797,882.9044,1005.89996,1758.0178,1868.0593,575.924,284.99524,873.0333,703.9779,1097.0402,1429.0232,705.10956,1343.9802,2013.2444,3317.6804,1346.1406,1053.8619,871.0724,232.03362,0,0,0,0,0,0,0,0,0,,0.27998212,0,0,0,1.0998687,0.080996916,0.1599787,5.068508,0.5319936,13.000965,13.000965,0,13.000965,1.8802135,0.65406954,92.28997,13.599046,15.999458,1.9298049,23.001692,203.00862,337.02493,73.98957,5.549187,0.09299165,0.013999227,25.198938,,43.998653,,,,,0,73.32704,1.010033,0,0,2
"Beef. chuck. arm pot roast. separable lean only. trimmed to 1/8"" fat. choice. cooked. braised [URMIS #1864]",3.1,2.4,33.30204241,28.73193448,23.4044043,0%,34%,66%,0,39,94,223.97768,0.21918647,75.50222,148.27672,0,0,0,0,0,0,0,0,0,0,8.369296,3.1696022,0,0,0,3.9998012,8.001201,,237.9974,,1869.2599,,1051.8328,,,,,3.5605936,,,296.95795,,,,3259.5789,,,3.9998012,0,,,,0.28896838,,237.9974,,,,,,,20.001848,,,0,,,,,31.00055,,,0,,0,0,,,,20.001848,237.9974,34.723053,227.97006,1386.9629,1579.1628,2761.6863,2933.609,904.1436,447.98987,1371.0159,1105.8857,1722.2438,2244.8657,1108.0193,2109.915,3161.6082,5211.7744,2113.9856,1654.99,1367.0579,364.9729,0,0,0,0,0,0,0,0,0,,0.4599603,0,0,0,1.7002631,0.07000633,0.23102285,5.2424164,0.34400514,12.00148,12.00148,0,12.00148,2.6896188,0.6820047,132.21098,17.39881,14.998988,3.0399234,23.001692,213.03015,275.0122,56.00328,8.198969,0.12901525,0.012001306,34.700752,,81.00518,,,,,0,56.38236,1.0300399,0,0,2
"Beef. chuck. arm pot roast. separable lean only. trimmed to 1/8"" fat. choice. raw [URMIS #1864]",3,2.4,32.7201893,28.90492758,24.43001441,0%,33%,67%,0,44,94,139.00528,0,45.551933,93.453476,0,0,0,0,0,0,0,0,0,0,5.0506263,1.8747826,0,0,0,0,3.9998012,,133.0204,,1120.9072,,615.9179,,,,,2.1189997,,,184.00272,,,,1930.9019,,,3.9998012,0,,,,0.21798731,,176.02394,,,,,,,17.000992,,,0,,,,,25.996523,,,0,,0,0,,,,17.000992,176.02394,21.961878,144.00497,876.96844,999.1371,1746.1982,1854.904,572.05194,282.98825,866.88525,699.9191,1088.9646,1419.8717,701.0442,1334.9443,1999.7089,3296.4338,1337.0902,1047.113,864.9381,230.99243,0,0,0,0,0,0,0,0,0,,0.28999484,0,0,0,1.1999991,0.076989114,0.16797966,5.2205653,0.48897105,13.000965,13.000965,0,13.000965,2.1101649,0.65406954,91.69893,13.498934,14.998988,2.0199187,23.001692,200.99704,331.97476,73.98957,5.4800873,0.09099031,0.014999647,24.496548,,54.006813,,,,,0,72.50722,1.0201515,0,0,2
"Beef. chuck. arm pot roast. separable lean only. trimmed to 1/8"" fat. select. cooked. braised [URMIS #1049]",3.1,2.5,34.41467371,30.11996063,24.2856756,0%,28%,72%,0,41,94,204.97449,0,57.27688,147.70624,0,0,0,0,0,0,0,0,0,0,6.350873,2.4058123,0,0,0,3.0001352,5.9997916,,181.01276,,1418.0483,,797.93585,,,,,2.7026148,,,226.00134,,,,2475.1494,,,3.0001352,0,,,,0.21996589,,181.01276,,,,,,,14.998988,,,0,,,,,23.998045,,,0,,0,0,,,,14.998988,181.01276,34.60057,227.02003,1382.0707,1574.0981,2752.829,2924.2004,900.9544,446.9836,1367.0579,1103.0474,1717.2717,2237.6663,1104.111,2103.8237,3152.481,5195.059,2107.2056,1650.2122,1363.1113,364.03616,0,0,0,0,0,0,0,0,0,,0.43002847,0,0,0,1.4999374,0.073010586,0.21298052,5.0070014,0.3209815,12.00148,12.00148,0,12.00148,2.329726,0.6820047,131.78696,17.29849,17.000992,2.8903615,23.001692,215.02397,280.99536,57.00155,8.42866,0.11300784,0.012001306,39.39552,,60.999146,,,,,0,59.298904,1.0201515,0,0,2
"Beef. chuck. arm pot roast. separable lean only. trimmed to 1/8"" fat. select. raw [URMIS #1049]",3.1,2.6,35.01820573,30.88276958,24.75962418,0%,24%,76%,0,45,94,124.98363,0,29.943449,95.027664,0,0,0,0,0,0,0,0,0,0,3.319712,1.2320552,0,0,0,0,3.0001352,,86.99301,,737.07043,,405.00647,,,,,1.3921449,,,120.99363,,,,1268.88,,,3.0001352,0,,,,0.14299867,,115.0058,,,,,,,11.000802,,,0,,,,,17.000992,,,0,,0,0,,,,11.000802,115.0058,22.260204,146.00793,888.88055,1013.03394,1769.9174,1880.7036,580.00854,287.01648,878.9426,708.97064,1104.111,1439.1581,710.1103,1353.0771,2026.8715,3341.21,1354.8169,1060.9952,876.96844,233.97969,0,0,0,0,0,0,0,0,0,,0.27998212,0,0,0,1.0998687,0.08498941,0.14598978,4.908246,0.55597395,13.000965,13.000965,0,13.000965,1.769966,0.65406954,93.00425,13.699901,18.00149,1.8597789,23.001692,203.98918,338.97934,76.996315,5.680877,0.09399332,0.012001306,27.597202,,35.00304,,,,,0,74.108505,1.0000149,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 0"" fat. choice. cooked. braised [Top Blade Steak. URMIS #1879]",2.4,2,24.34626485,23.98002674,25.88190731,0%,67%,33%,0,29,144,348.02713,0,233.00462,115.04275,0,0,0,0,0,0,0,0,0,0,25.830032,10.260011,0,0,0,60.007927,60.007927,,820.0236,,6220.934,,3110.234,,,,,11.160994,,,1040.073,,,,10078.585,,,39.99484,,,,,0.92010146,,639.9183,,,,,,,239.99352,,,0,,,,,39.99484,,,,,,,,,,239.99352,639.9183,26.983545,301.96005,1178.1315,1213.0792,2131.7156,2244.8657,690.98315,301.96005,1052.8469,907.05273,1311.9873,1705.1783,924.11096,1627.0516,2464.8347,4052.745,1471.8861,1191.0695,1032.0853,,0,0,0,0,0,0,0,0,0,,,,,,,0.07000633,0.25002137,2.4400725,0.2599705,5.0005703,5.0005703,0,5.0005703,2.2999694,0.31000248,102.80881,,13.000965,3.160449,20.001848,203.00862,233.97969,65.00506,8.49936,0.12698478,0.01600113,24.901194,,104.00465,,,,,0,46.91827,0.8798776,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 0"" fat. select. cooked. braised [Top Blade Steak. URMIS #1064]",2.5,2,25.38555374,24.32218336,25.38555374,0%,62%,38%,0,30,144,313.02185,0,195.45746,117.583405,0,0,0,0,0,0,0,0,0,0,21.667547,8.609289,0,0,0,49.999485,49.999485,,690.0958,,5220.152,,2599.839,,,,,9.359312,,,869.95386,,,,8459.928,,,39.99484,,,,,0.7699371,,540.0863,,,,,,,200.03085,,,0,,,,,30.00122,,,,,,,,,,200.03085,540.0863,27.588339,309.02545,1204.9235,1241.0646,2180.8936,2295.9165,706.0161,309.02545,1077.1357,927.0843,1341.8232,1743.9559,945.1262,1664.0526,2520.8877,4144.9087,1504.8749,1218.1556,1054.878,,0,0,0,0,0,0,0,0,0,,,,,,,0.07000633,0.25002137,2.4803936,0.2599705,5.0005703,5.0005703,0,5.0005703,2.329726,0.31994882,,,13.000965,3.230267,20.001848,208.02585,238.99338,65.993965,8.759951,0.12997942,0.01600113,25.101986,,104.00465,,,,,0,49.392845,0.89990973,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 1/8"" fat. all grades. cooked. braised [Top Blade Steak]",2.4,2,24.38561874,24.03210734,25.92257274,0%,66%,34%,0,30,144,341.05463,0.15433984,226.58289,114.34273,0,0,0,0,0,0,0,0,0,0,25.118118,9.999676,0,0,0,60.007927,60.007927,,799.98914,,6080.6553,,3000.3225,,,,,10.86034,,,1019.89087,,,,9791.375,,,39.99484,0,,,,0.89990973,,620.08685,,,,,,,249.98695,,,0,,,,,30.00122,,,0,,0,0,,,,249.98695,620.08685,26.776306,300.02628,1169.8347,1204.1495,2116.0237,2228.341,685.0159,300.02628,1045.0967,900.0866,1301.9113,1692.0826,917.0138,1615.0747,2445.9048,4022.912,1461.0514,1181.9221,1024.1589,,0,0,0,0,0,0,0,0,0,,0.19998784,,,,1.9998937,0.07000633,0.23998661,2.4298997,0.2599705,5.0005703,5.0005703,0,5.0005703,2.2896445,0.31000248,101.986465,13.399559,13.000965,3.1301284,18.999727,201.96788,233.00462,65.00506,8.409726,0.12600186,0.01600113,24.599064,22.39649,104.00465,,,,,0,47.662643,0.8798776,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 1/8"" fat. all grades. raw [Top Blade Steak]",2.3,2,23.66729476,24.13510915,26.74460921,0%,71%,29%,0,31,144,247.98738,0,175.12154,72.88085,0,0,0,0,0,0,0,0,0,0,19.413107,7.8207555,0,0,0,60.007927,49.999485,,620.08685,,4690.5776,,2410.028,,,,,8.521233,,,949.99646,,,,7540.881,,,30.00122,,,,,0.7099883,,469.95386,,,,,,,219.98453,,,0,,,,,30.00122,,,,,,,,,,219.98453,469.95386,17.160118,191.97278,749.96765,771.9665,1356.9948,1428.1055,439.01468,191.97278,669.9995,577.0351,834.90857,1085.1235,588.07587,1035.0735,1568.042,2579.0437,936.06177,757.96014,655.94403,,0,0,0,0,0,0,0,0,0,,,,,,,0.10000421,0.17000008,2.179784,0.35999107,5.0005703,5.0005703,0,5.0005703,3.3995953,0.28999484,71.69656,10.500102,9.999676,2.040144,17.000992,162.02348,270.97827,67.99529,4.9797273,0.073010586,0.012001306,16.201174,,71.00893,,,,,0,61.234745,0.8200373,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 1/8"" fat. choice. cooked. braised [Top Blade Steak. URMIS #1879]",2.3,2,23.47536534,23.87687487,26.53968578,1%,68%,31%,0,29,144,359.04227,0.550455,245.92479,112.59316,0,0,0,0,0,0,0,0,0,0,27.262363,10.86034,0,0,0,69.98983,60.007927,,869.95386,,6599.7188,,3250.1687,,,,,11.779926,,,1110.157,,,,10630.611,,,49.999485,0,,,,0.96992815,,669.9995,,,,,,,270.02243,,,0,,,,,39.99484,,,0,,0,0,,,,270.02243,669.9995,26.366587,294.96143,1151.9352,1184.9634,2084.3162,2194.2454,674.968,294.96143,1029.1057,886.0297,1282.8147,1666.1921,902.9826,1589.8517,2409.254,3961.358,1439.1581,1163.8375,1007.8406,,0,0,0,0,0,0,0,0,0,,0.20997734,,,,1.9998937,0.07000633,0.23998661,2.409681,0.2599705,5.0005703,5.0005703,0,5.0005703,2.269863,0.31000248,100.39371,,13.000965,3.080239,18.999727,197.98517,230.0298,63.98985,8.230639,0.124018446,0.014999647,24.496548,,103.00716,,,,,0,46.319244,0.8700293,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 1/8"" fat. choice. raw [Top Blade Steak. URMIS #1879]",2.2,2,22.47251751,23.61303088,27.04478316,0%,73%,27%,0,29,144,265.03806,0.3335281,192.2196,72.50722,0,0,0,0,0,0,0,0,0,0,21.3086,8.58995,0,0,0,60.007927,49.999485,,679.97345,,5150.196,,2649.5833,,,,,9.359312,,,1040.073,,,,8279.793,,,30.00122,,,,,0.77990705,,519.99713,,,,,,,230.0298,,,0,,,,,30.00122,,,,,,,,,,230.0298,519.99713,16.979158,190.00949,742.05945,764.0717,1341.8232,1413.0464,434.9439,190.00949,662.9345,570.95044,826.1047,1072.9916,580.9409,1024.1589,1552.0059,2551.8484,927.0843,749.96765,649.0273,,0,0,0,0,0,0,0,0,0,,,,,,,0.08999106,0.17000008,2.1699986,0.35004202,5.0005703,5.0005703,0,5.0005703,3.3604958,0.28999484,70.894966,10.399388,9.999676,2.010204,17.000992,160.00629,267.0035,66.99792,4.9003673,0.0719953,0.012001306,16.201174,,71.9966,,,,,0,59.93087,0.81007594,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 1/8"" fat. select. cooked. braised [Top Blade Steak. URMIS #1064]",2.5,2,25.36091516,24.28999812,25.36091516,0%,63%,37%,0,30,144,317.98795,0,201.64375,116.343506,0,0,0,0,0,0,0,0,0,0,22.353361,8.89037,0,0,0,60.007927,49.999485,,710.1103,,5399.2285,,2670.0894,,,,,9.658669,,,900.0866,,,,8719.279,,,39.99484,,,,,0.7999781,,550.0665,,,,,,,219.98453,,,0,,,,,30.00122,,,,,,,,,,219.98453,550.0665,27.332516,305.96335,1194.1343,1229.1619,2159.9773,2273.897,699.9191,305.96335,1067.148,917.89795,1328.9542,1727.2301,936.06177,1648.0931,2496.7107,4106.475,1490.9209,1206.8602,1045.0967,,0,0,0,0,0,0,0,0,0,,,,,,,0.07000633,0.25002137,2.4597552,0.2599705,5.0005703,5.0005703,0,5.0005703,2.3103406,0.31994882,104.10492,13.699901,13.000965,3.200305,20.001848,206.03072,237.0056,65.993965,8.650878,0.12901525,0.01600113,24.70201,,104.00465,,,,,0,49.392845,0.8901236,0,0,2
"Beef. chuck. blade roast. separable lean and fat. trimmed to 1/8"" fat. select. raw [Top Blade Steak. URMIS #1064]",2.4,2.1,24.89060064,24.70332157,26.4445886,0%,68%,32%,0,33,144,230.0298,0,156.34798,73.704895,0,0,0,0,0,0,0,0,0,0,17.331867,6.9889774,0,0,0,49.999485,39.99484,,550.0665,,4190.4272,,2150.2852,,,,,7.6003,,,850.0637,,,,6719.516,,,20.001848,,,,,0.6299061,,419.9781,,,,,,,190.00949,,,0,,,,,20.001848,,,,,,,,,,190.00949,419.9781,17.370886,194.01866,758.9347,780.9457,1373.2197,1445.1807,444.97794,194.01866,678.0104,582.9973,844.89124,1098.0978,594.9161,1048.1226,1586.7904,2609.042,946.94965,767.02277,664.0002,,0,0,0,0,0,0,0,0,0,,,,,,,0.10000421,0.17000008,2.2001946,0.35999107,5.0005703,5.0005703,0,5.0005703,3.4402547,0.28999484,72.60045,10.701025,9.999676,2.069864,17.000992,164.01341,275.9857,69.007515,5.0701365,0.0739918,0.012998266,16.300365,,71.00893,,,,,0,62.828815,0.8400584,0,0,2
"Beef. chuck. blade roast. separable lean only. trimmed to 0"" fat. all grades. cooked. braised [Top Blade Steak]",3,2.2,30.99268142,26.74943343,22.99387613,1%,47%,52%,0,36,94,252.97595,0.37393728,119.98728,132.63638,0,0,0,0,0,0,0,0,0,0,13.300916,5.160529,0,0,0,9.999676,9.999676,,389.94174,,3009.976,,1730.0066,,,,,5.730372,,,459.94724,,,,5260.5527,,,9.999676,0,,,,0.43997213,,359.96616,,,,,,,30.00122,,,0,,,,,39.99484,,,0,,0,0,,,,30.00122,359.96616,31.06036,203.98918,1241.0646,1413.0464,2471.1772,2625.015,809.0343,400.99332,1227.1892,989.87256,1541.0763,2008.0773,991.14526,1887.9674,2829.0303,4663.534,1891.0022,1480.8972,1224.0396,325.95148,0,0,0,0,0,0,0,0,0,,0.13997783,,,,1.7002631,0.08000208,0.27998212,2.669813,0.28999484,5.9997916,5.9997916,0,5.9997916,2.470053,0.35004202,118.30326,15.498615,13.000965,3.6804075,23.001692,235.03435,263.00256,71.00893,10.269904,0.14798637,0.017999765,26.699001,,105.99464,,,,,0,54.793194,0.99009603,0,0,2
"Beef. chuck. blade roast. separable lean only. trimmed to 0"" fat. choice. cooked. braised [URMIS #1879. Top blade steak]",2.9,2.2,29.87180061,26.23988768,23.51510355,0%,50%,50%,0,35,144,265.03806,0,132.59378,132.46606,0,0,0,0,0,0,0,0,0,0,14.698474,5.6991587,0,0,0,9.999676,9.999676,,429.943,,3330.4941,,1919.7692,,,,,6.3406787,,,510.07065,,,,5820.724,,,9.999676,,,,,0.47992665,,389.94174,,,,,,,39.99484,,,0,,,,,49.999485,,,,,,,,,,39.99484,389.94174,31.06036,348.02713,1356.9948,1396.7996,2455.3516,2584.0195,795.1213,348.02713,1213.0792,1044.0901,1511.1725,1962.7961,1064.0671,1874.0698,2838.1328,4666.5312,1694.8026,1371.897,1188.0125,,0,0,0,0,0,0,0,0,0,,,,,,,0.08000208,0.27998212,2.669813,0.28999484,5.9997916,5.9997916,0,5.9997916,2.470053,0.35004202,118.30326,,13.000965,3.6804075,23.001692,235.03435,263.00256,71.00893,10.269904,0.14798637,0.017999765,26.699001,,105.99464,,,,,0,54.006813,0.99009603,0,0,2
"Beef. chuck. blade roast. separable lean only. trimmed to 0"" fat. select. cooked. braised [Top Blade Steak. URMIS #1064]",3,2.2,31.16967998,26.96796959,23.14188877,0%,44%,56%,0,37,144,237.9974,0,105.55292,132.46606,0,0,0,0,0,0,0,0,0,0,11.700721,4.5396066,0,0,0,9.999676,9.999676,,339.9608,,2649.5833,,1530.2238,,,,,5.0392795,,,409.98065,,,,4630.6924,,,9.999676,,,,,0.380008,,310.01974,,,,,,,30.00122,,,0,,,,,39.99484,,,,,,,,,,30.00122,310.01974,31.06036,348.02713,1356.9948,1396.7996,2455.3516,2584.0195,795.1213,348.02713,1213.0792,1044.0901,1511.1725,1962.7961,1064.0671,1874.0698,2838.1328,4666.5312,1694.8026,1371.897,1188.0125,,0,0,0,0,0,0,0,0,0,,,,,,,0.08000208,0.27998212,2.669813,0.28999484,5.9997916,5.9997916,0,5.9997916,2.470053,0.35004202,,,13.000965,3.6804075,23.001692,235.03435,263.00256,71.00893,10.269904,0.14798637,0.017999765,26.699001,,105.99464,,,,,0,55.698277,0.99009603,0,0,2
"Beef. chuck. clod roast. separable lean and fat. trimmed to 0"" fat. all grades. cooked. roasted",2.8,2.3,30.16130451,27.54208201,25.28301765,0%,47%,53%,0,38,155,207.02588,0,97.78372,109.244095,0,0,0,0,0,0,0,0,0,0,10.839426,3.9045637,0,0,0,18.999727,18.00149,,279.01654,,2396.133,,1183.0616,,8.999572,,,5.1787996,40.99647,,398.9376,,,,4726.88,,,12.00148,0,,,,0.4549531,,323.03284,,,,,,,101.00833,,,0,,,,,30.00122,,,0,,0,0,,,,101.00833,323.03284,25.697607,278.03235,1186.1058,1322.1412,2265.1484,2403.8425,726.9592,275.9857,1110.8704,939.979,1386.0721,1728.8955,830.0949,1553.0033,2555.9504,4113.076,1227.1892,1087.9156,1030.098,115.0058,0,0,0,0,0,0,0,0,0,,0.1599787,,,,,0.0859896,0.23998661,3.393047,0.26797092,8.999572,8.999572,0,8.999572,2.9703975,0.011001872,97.90945,,7.000213,3.0497074,21.002775,212.00613,366.97147,71.00893,6.040409,0.095997654,0,29.099466,,69.007515,,,,,0,61.097202,1.150138,0,0,2
"Beef. chuck. clod roast. separable lean and fat. trimmed to 0"" fat. USDA choice. cooked. roasted [URMIS #1947]",2.7,2.3,29.21367268,27.30581389,25.97098952,0%,51%,49%,0,37,154,215.99318,0.34824237,110.58581,105.079285,0,0,0,0,0,0,0,0,0,0,12.258667,4.284506,0,0,0,23.998045,21.99718,,305.96335,,2632.615,,1291.0829,,8.999572,,,5.870132,35.995106,,458.0305,,,,5361.2056,,,14.998988,0,,,,0.460998,,323.9681,,,,,,,117.999626,,,0,,,,,18.00149,,,0,,0,0,,,,117.999626,323.9681,24.606968,265.97626,1135.0385,1264.8105,2166.927,2300.346,696.1073,265.03806,1063.0422,898.9308,1325.9692,1653.9271,795.1213,1487.0944,2445.9048,3935.989,1176.9966,1042.0796,986.06415,108.99872,0,0,0,0,0,0,0,0,0,,0.15001008,,,,,0.08200398,0.22998172,3.2510936,0.2569699,8.999572,8.999572,0,8.999572,2.8497818,0.012998266,93.69395,,8.001201,3.020449,20.001848,209.97284,362.98523,71.00893,5.949881,0.095005676,0.00100015,28.903818,,66.99792,,,,,0,60.37531,1.0698721,0,0,2
"Beef. chuck. clod roast. separable lean and fat. trimmed to 0"" fat. USDA select. cooked. roasted [URMIS #1132]",2.9,2.3,31.28390735,28.01937773,24.73690445,1%,40%,59%,0,39,154,196.02336,0.4486983,79.02608,116.56796,0,0,0,0,0,0,0,0,0,0,8.759951,3.3486388,0,0,0,12.00148,11.000802,,240.99783,,2049.1301,,1026.1348,,9.999676,,,4.1730947,48.000683,,315.0394,,,,3801.7783,,,8.001201,0,,,,0.44596195,,321.99683,,,,,,,75.98887,,,0,,,,,48.000683,,,0,,0,0,,,,75.98887,321.99683,27.297417,294.96143,1259.9443,1405.8024,2409.254,2556.7717,772.95905,292.97833,1181.9221,999.1371,1472.832,1837.1141,880.9213,1650.2122,2716.8105,4370.5303,1301.0751,1154.8993,1093.873,123.98392,0,0,0,0,0,0,0,0,0,,0.1599787,,,,,0.09200053,0.2559774,3.5985498,0.2839818,9.999676,9.999676,0,9.999676,3.1503096,0.006999225,104.00465,,7.000213,3.0901527,21.002775,215.02397,371.95615,71.9966,6.1599593,0.09699988,0,29.400146,,72.99801,,,,,0,62.126366,1.2600962,0,0,2
"Beef. chuck. clod roast. separable lean only. trimmed to 0"" fat. all grades. cooked. roasted",3,2.4,32.70236725,28.88241751,24.41529721,0%,33%,67%,0,42,154,171.99942,0.28785276,57.184956,114.52653,0,0,0,0,0,0,0,0,0,0,6.3406787,2.036868,0,0,0,,0,,122.008415,,1229.1619,,676.05304,,9.999676,,,3.2699525,43.998653,,191.97278,,,,3034.2458,,,,,,,,0.28701887,,223.97768,,,,,,,30.00122,,,0,,,,,32.002308,,,,,,,,,,30.00122,223.97768,26.81935,288.95923,1239.8691,1385.1819,2370.8665,2516.842,760.8876,288.03247,1163.0901,982.9016,1449.8306,1807.2621,864.9381,1620.7917,2674.3813,4299.5117,1275.0089,1133.9452,1076.0981,123.98392,0,0,0,0,0,0,0,0,0,,0.17000008,,,,,0.08999106,0.25196412,3.5287025,0.2780034,9.999676,9.999676,0,9.999676,3.0703568,,102.21606,,7.000213,3.200305,21.99718,221.97212,384.9633,73.98957,6.3897595,0.10000421,,30.00122,,66.99792,,,,,0,64.31959,1.1999991,0,0,2
"Beef. chuck. clod roast. separable lean only. trimmed to 0"" fat. USDA choice. cooked. roasted [URMIS #1947]",3,2.4,32.97628404,29.22906555,24.64125839,0%,35%,65%,0,42,154,171.00774,0,60.336533,110.656876,0,0,0,0,0,0,0,0,0,0,6.690175,1.9598072,0,0,0,,0,,109.983536,,1180.0253,,659.95984,,9.999676,,,3.5094793,39.99484,,200.03085,,,,3270.0667,,,,,,,,0.25002137,,200.03085,,,,,,,30.00122,,,0,,,,,20.001848,,,,,,,,,,30.00122,200.03085,25.946463,280.0042,1199.1315,1340.1002,2293.705,2434.9297,735.8875,279.01654,1124.8751,950.9124,1403.0955,1747.8818,837.05695,1569.0497,2587.3418,4159.581,1233.9092,1097.0402,1041.0758,119.98728,0,0,0,0,0,0,0,0,0,,0.17000008,,,,,0.08700143,0.2439672,3.414923,0.26900974,8.999572,8.999572,0,8.999572,2.9703975,,98.79408,,7.000213,3.200305,21.99718,222.97264,385.9539,73.98957,6.3897595,0.10000421,,30.00122,,63.98985,,,,,0,64.38161,1.1299784,0,0,2
